original_article,cleaned_article,change_description,legal_violation_categories
"《中华人民共和国安全生产法》第二十一条第一款、第二十四条第三款、第二十五条第一款、第三十八第一款,",《中华人民共和国安全生产法》第二十一条第一款、第二十四条第三款、第二十五条第一款、第三十八第一款,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第二十一条第一款;,《中华人民共和国安全生产法》第二十一条第一款,"截断后缀"";""",安全生产
《中华人民共和国安全生产法》第二十一条第(一)项、,《中华人民共和国安全生产法》第二十一条第(一)项,"截断后缀""、""",安全生产
《中华人民共和国安全生产法》第九十四第一款第七项、,《中华人民共和国安全生产法》第九十四第一款第七项,"截断后缀""、""",安全生产
《中华人民共和国安全生产法》第二十七条第一款、,《中华人民共和国安全生产法》第二十七条第一款,"截断后缀""、""",安全生产
《中华人民共和国安全生产法》第二十七条第一款;,《中华人民共和国安全生产法》第二十七条第一款,"截断后缀"";""",安全生产
"《中华人民共和国安全生产法》第二十七条第一款,",《中华人民共和国安全生产法》第二十七条第一款,"截断后缀"",""",安全生产
"《中华人民共和国安全生产法》第二十七条,",《中华人民共和国安全生产法》第二十七条,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第九十四条（四）项的规定处贰万元罚款,《中华人民共和国安全生产法》第九十四条（四）项的规定,"截断后缀""处贰万元罚款""",安全生产
《中华人民共和国安全生产法》第二十一条第五款规定,《中华人民共和国安全生产法》第二十一条第五款,"截断后缀""规定""",安全生产
《中华人民共和国安全生产法》第二十一条第二款、第二十五条第一款、第四十二条和,《中华人民共和国安全生产法》第二十一条第二款、第二十五条第一款、第四十二条,"截断后缀""和""",安全生产
《中华人民共和国安全生产法》第九十四条（七）项和,《中华人民共和国安全生产法》第九十四条（七）项,"截断后缀""和""",安全生产
《中华人民共和国安全生产法》第九十四条第（三）项规定处伍仟元罚款,《中华人民共和国安全生产法》第九十四条第（三）项,"截断后缀""规定处伍仟元罚款""",安全生产
《中华人民共和国安全生产法》第九十四条第四项规定,《中华人民共和国安全生产法》第九十四条第四项,"截断后缀""规定""",安全生产
《中华人民共和国安全生产法》第九十四条第四项和,《中华人民共和国安全生产法》第九十四条第四项,"截断后缀""和""",安全生产
《中华人民共和国安全生产法》第九十四条第四项、,《中华人民共和国安全生产法》第九十四条第四项,"截断后缀""、""",安全生产
"《中华人民共和国安全生产法》第九十四条第四项,",《中华人民共和国安全生产法》第九十四条第四项,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第九十四条规定第(三)款规定,《中华人民共和国安全生产法》第九十四条规定第(三)款,"截断后缀""规定""",安全生产
《中华人民共和国安全生产法》第九十四条规定,《中华人民共和国安全生产法》第九十四条,"截断后缀""规定""",安全生产
《中华人民共和国安全生产法》第九十四条第（四）项规定处贰仟元罚款,《中华人民共和国安全生产法》第九十四条第（四）项,"截断后缀""规定处贰仟元罚款""",安全生产
《中华人民共和国安全生产法》第九十四条第（四）项规定处捌仟元罚款,《中华人民共和国安全生产法》第九十四条第（四）项,"截断后缀""规定处捌仟元罚款""",安全生产
《中华人民共和国安全生产法》第九十四条第（四）项规定处叁仟元罚款,《中华人民共和国安全生产法》第九十四条第（四）项,"截断后缀""规定处叁仟元罚款""",安全生产
"《中华人民共和国安全生产法》第九十四条第（四）项,",《中华人民共和国安全生产法》第九十四条第（四）项,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第九十四条第（六）项、,《中华人民共和国安全生产法》第九十四条第（六）项,"截断后缀""、""",安全生产
《中华人民共和国安全生产法》第九十四条第（五）项的规定（法律条款,《中华人民共和国安全生产法》第九十四条第（五）项的规定,"截断后缀""（法律条款""",安全生产
《中华人民共和国安全生产法》第九十四条第（四）项、,《中华人民共和国安全生产法》第九十四条第（四）项,"截断后缀""、""",安全生产
"《中华人民共和国安全生产法》第二十五条第一款、第三十八条第一款,",《中华人民共和国安全生产法》第二十五条第一款、第三十八条第一款,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第二十五条第一款、第三十八条、,《中华人民共和国安全生产法》第二十五条第一款、第三十八条,"截断后缀""、""",安全生产
《中华人民共和国安全生产法》第二十五条第一款、,《中华人民共和国安全生产法》第二十五条第一款,"截断后缀""、""",安全生产
"《中华人民共和国安全生产法》第二十五条第一款,",《中华人民共和国安全生产法》第二十五条第一款,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第二十五条第一、四款,《中华人民共和国安全生产法》第二十五条,"截断后缀""第一、四款""",安全生产
《中华人民共和国安全生产法》第二十五条第一、二款,《中华人民共和国安全生产法》第二十五条,"截断后缀""第一、二款""",安全生产
《中华人民共和国安全生产法》第二十五条第一、二、三款,《中华人民共和国安全生产法》第二十五条,"截断后缀""第一、二、三款""",安全生产
"《中华人民共和国安全生产法》第二十五条第四款,",《中华人民共和国安全生产法》第二十五条第四款,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第二十五条第一至三款、,《中华人民共和国安全生产法》第二十五条,"截断后缀""第一至三款、""",安全生产
《中华人民共和国安全生产法》第二十五条第一款和,《中华人民共和国安全生产法》第二十五条第一款,"截断后缀""和""",安全生产
"《中华人民共和国安全生产法》第二十二条,",《中华人民共和国安全生产法》第二十二条,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第二十九条、,《中华人民共和国安全生产法》第二十九条,"截断后缀""、""",安全生产
"《中华人民共和国安全生产法》第二十九条,",《中华人民共和国安全生产法》第二十九条,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第二十二条根据,《中华人民共和国安全生产法》第二十二条,"截断后缀""根据""",安全生产
"《中华人民共和国安全生产法》第二十三条,",《中华人民共和国安全生产法》第二十三条,"截断后缀"",""",安全生产
《中华人民共和国安全生产法》第二十七条第（三）款、,《中华人民共和国安全生产法》第二十七条第（三）款,"截断后缀""、""",安全生产
《中华人民共和国安全生产法》第二十七条第二款和,《中华人民共和国安全生产法》第二十七条第二款,"截断后缀""和""",安全生产
《中华人民共和国安全生产法》第二十七条第一款：依据,《中华人民共和国安全生产法》第二十七条第一款,"截断后缀""：依据""",安全生产
《中华人民共和国安全生产法》第二十七条第一款的规定依据,《中华人民共和国安全生产法》第二十七条第一款的规定,"截断后缀""依据""",安全生产
《中华人民共和国安全生产法》第二十五条;,《中华人民共和国安全生产法》第二十五条,"截断后缀"";""",安全生产
